loan_id,customer_id,origination_date,maturity_date,region,country,industry,customer_segment,loan_product,loan_amount,outstanding_balance,interest_rate,term_months,credit_score,annual_revenue_m,collateral_value,ltv,debt_service_coverage_ratio,payment_status,days_past_due,risk_score,risk_bucket,default_flag
L100830,C1080,2025-10-02,2028-10-02,Europe,United Kingdom,Technology,Mid-Market,Project Finance,1301399.73,1229436.29,0.0377,36,765.0,64.53,1254025.02,0.98,1.83,Current,0,45.9,Moderate,0
L100831,C1247,2023-06-12,2028-06-12,Europe,Germany,Transportation,Mid-Market,Working Capital,602628.42,357343.16,0.0702,60,707.0,80.71,537201.09,0.665,1.3,Grace Period,12,34.9,Low,0
L100832,C1173,2023-04-10,2026-04-10,Europe,France,Healthcare,Enterprise,Equipment Finance,3580108.4,2030746.5,0.032,36,820.0,359.9,4314218.91,0.471,2.09,Current,0,16.2,Low,0
L100833,C1373,2024-05-21,2029-05-21,Asia-Pacific,China,Technology,SME,Equipment Finance,429201.49,323860.28,0.0684,60,658.0,3.38,683832.75,0.474,1.65,Grace Period,7,28.3,Low,0
L100834,C1315,2023-12-19,2026-12-19,Asia-Pacific,Australia,Energy,Mid-Market,Leasing,686995.75,369624.21,0.0615,36,777.0,57.18,911837.39,0.405,1.91,Current,0,21.6,Low,0
L100835,C1061,2023-08-06,2028-08-06,Europe,France,Technology,Enterprise,Project Finance,11037215.41,7081902.09,0.032,60,774.0,2267.02,11405509.22,0.621,1.81,Current,0,17.2,Low,0
L100836,C1357,2023-05-14,2029-05-14,Asia-Pacific,Australia,Construction,Enterprise,Working Capital,393178.7,310752.51,0.0923,72,765.0,401.65,434893.23,0.715,1.14,Current,0,42.6,Moderate,0
L100837,C1264,2025-08-15,2028-08-15,Latin America,Chile,Manufacturing,Mid-Market,Working Capital,595154.63,547020.15,0.0975,36,692.0,72.57,557960.55,0.98,0.93,Default,236,100.0,High,1
L100838,C1206,2024-11-13,2028-11-13,Europe,France,Public Sector,Mid-Market,Project Finance,3601449.55,3124440.34,0.032,48,754.0,34.7,4390623.34,0.712,2.58,Current,0,20.0,Low,0
L100839,C1169,2025-01-01,2030-01-01,Europe,Germany,Energy,SME,Equipment Finance,965792.62,810641.03,0.0693,60,718.0,1.0,1628477.07,0.498,1.6,Current,0,22.0,Low,0
L100840,C1187,2023-05-05,2026-05-05,North America,Mexico,Construction,SME,Equipment Finance,499126.0,309976.98,0.103,36,609.0,3.37,778358.13,0.398,1.09,Current,0,56.2,Elevated,0
L100841,C1292,2024-01-15,2029-01-15,Asia-Pacific,China,Transportation,SME,Equipment Finance,867445.9,719111.6,0.101,60,652.0,24.07,1308390.35,0.55,1.73,Late 30,44,52.7,Moderate,0
L100842,C1290,2024-11-08,2029-11-08,Europe,United Kingdom,Transportation,Enterprise,Project Finance,7077664.27,5794111.17,0.0521,60,641.0,694.32,7864081.86,0.737,1.99,Current,0,46.1,Moderate,0
L100843,C1209,2024-08-16,2028-08-16,Europe,France,Transportation,SME,Working Capital,179853.8,146328.15,0.0859,48,651.0,15.21,149254.71,0.98,0.94,Late 30,56,97.6,High,0
L100844,C1376,2025-02-05,2031-02-05,North America,United States,Retail,Enterprise,Equipment Finance,4715413.0,4246607.13,0.0545,72,693.0,386.91,7472570.33,0.568,1.44,Current,0,29.0,Low,0
L100845,C1088,2025-01-21,2029-01-21,Middle East & Africa,Saudi Arabia,Technology,SME,Equipment Finance,325860.15,283438.07,0.0745,48,673.0,1.28,471166.99,0.602,1.38,Current,0,30.0,Low,0
L100846,C1161,2024-03-06,2029-03-06,Europe,France,Construction,Enterprise,Working Capital,1211877.85,913058.52,0.0581,60,820.0,241.38,1390108.88,0.657,1.18,Current,0,36.9,Moderate,0
L100847,C1227,2025-05-19,2028-05-19,Asia-Pacific,Australia,Construction,Enterprise,Working Capital,1414956.93,1263764.97,0.0744,36,779.0,613.97,1996978.22,0.633,1.33,Current,0,31.1,Low,0
L100848,C1062,2023-10-24,2025-10-24,North America,Mexico,Energy,SME,Working Capital,94201.43,31386.43,0.1023,24,609.0,6.37,88666.22,0.354,1.5,Current,0,42.9,Moderate,0
L100849,C1189,2023-03-11,2025-03-11,Latin America,Colombia,Energy,SME,Equipment Finance,443536.33,51408.3,0.1026,24,685.0,5.46,718777.52,0.072,0.8,Default,185,92.4,High,1
L100850,C1317,2025-09-04,2031-09-04,North America,United States,Technology,SME,Trade Finance,213608.59,207198.79,0.0531,72,711.0,3.96,281796.22,0.735,1.67,Late 60,85,55.9,Elevated,0
L100851,C1256,2023-01-01,2029-01-01,North America,United States,Energy,Enterprise,Working Capital,1548013.48,1156587.24,0.0523,72,715.0,859.55,1325788.34,0.872,1.87,Current,0,42.7,Moderate,0
L100852,C1269,2023-11-11,2029-11-11,Middle East & Africa,United Arab Emirates,Healthcare,SME,Working Capital,129257.61,107838.44,0.0725,72,690.0,4.03,109995.21,0.98,1.48,Current,0,52.2,Moderate,0
L100853,C1061,2023-05-04,2026-05-04,Middle East & Africa,South Africa,Healthcare,Mid-Market,Working Capital,714481.9,272087.01,0.0677,36,725.0,70.2,815944.17,0.333,1.52,Current,0,17.0,Low,0
L100854,C1055,2023-09-25,2027-09-25,North America,Mexico,Transportation,Mid-Market,Trade Finance,990627.93,718638.55,0.0721,48,639.0,65.47,1112685.28,0.646,1.33,Late 60,105,72.9,Elevated,0
L100855,C1167,2024-03-28,2030-03-28,Europe,United Kingdom,Energy,Enterprise,Trade Finance,1170340.11,983423.01,0.0431,72,689.0,381.96,1663765.75,0.591,1.89,Current,0,27.2,Low,0
L100856,C1122,2023-05-28,2028-05-28,Asia-Pacific,Singapore,Public Sector,Mid-Market,Working Capital,252590.06,179641.82,0.032,60,729.0,33.58,304508.78,0.59,1.47,Current,0,14.7,Low,0
L100857,C1003,2024-05-26,2027-05-26,Middle East & Africa,United Arab Emirates,Technology,Mid-Market,Leasing,1264454.0,849408.18,0.0618,36,717.0,44.5,1569940.21,0.541,1.64,Current,0,17.6,Low,0
L100858,C1210,2025-10-17,2031-10-17,Europe,Netherlands,Construction,Public Sector,Leasing,758204.61,736245.78,0.0525,72,699.0,734.89,987408.22,0.746,1.85,Current,0,38.2,Moderate,0
L100859,C1286,2023-05-10,2026-05-10,Europe,United Kingdom,Manufacturing,SME,Project Finance,829687.4,402131.45,0.0842,36,642.0,10.96,1136597.18,0.354,1.81,Current,0,33.8,Low,0
L100860,C1277,2025-10-13,2028-10-13,Asia-Pacific,Singapore,Technology,Enterprise,Working Capital,4873175.44,4562161.54,0.0375,36,742.0,903.64,5026454.88,0.908,1.51,Grace Period,9,41.2,Moderate,0
L100861,C1039,2024-03-08,2030-03-08,Asia-Pacific,India,Manufacturing,SME,Equipment Finance,835037.96,660129.76,0.0775,72,706.0,3.38,1401217.04,0.471,1.26,Current,0,29.9,Low,0
L100862,C1296,2024-10-24,2028-10-24,Asia-Pacific,Singapore,Transportation,Mid-Market,Equipment Finance,1486869.36,1137378.66,0.0767,48,687.0,23.79,1601285.34,0.71,1.1,Current,0,47.3,Moderate,0
L100863,C1144,2024-04-13,2028-04-13,Europe,United Kingdom,Healthcare,Enterprise,Trade Finance,3401110.63,2358227.94,0.032,48,809.0,947.3,5560352.04,0.424,2.02,Current,0,16.2,Low,0
L100864,C1059,2023-12-11,2028-12-11,North America,Mexico,Retail,Mid-Market,Project Finance,6619359.85,5343959.92,0.0661,60,666.0,101.64,6123491.58,0.873,1.45,Late 30,35,71.8,Elevated,0
L100865,C1179,2023-04-20,2030-04-20,Middle East & Africa,United Arab Emirates,Healthcare,Enterprise,Trade Finance,582190.85,396762.56,0.0325,84,754.0,522.63,614835.61,0.645,1.46,Current,0,20.5,Low,0
L100866,C1082,2024-10-11,2027-10-11,Middle East & Africa,United Arab Emirates,Transportation,SME,Leasing,187040.32,130120.35,0.1134,36,645.0,4.37,267697.88,0.486,0.97,Default,171,96.1,High,1
L100867,C1255,2025-09-10,2030-09-10,Asia-Pacific,Australia,Energy,Mid-Market,Project Finance,2932976.03,2807729.52,0.065,60,718.0,23.4,2863884.11,0.98,1.62,Current,0,50.8,Moderate,0
L100868,C1282,2024-07-07,2028-07-07,North America,United States,Transportation,Mid-Market,Project Finance,1474421.75,1214888.32,0.0778,48,660.0,99.31,1616894.48,0.751,1.21,Current,0,52.6,Moderate,0
L100869,C1275,2024-10-02,2027-10-02,North America,Canada,Technology,Mid-Market,Equipment Finance,1989290.66,1597627.62,0.032,36,786.0,121.01,2258804.75,0.707,1.48,Current,0,25.9,Low,0
L100870,C1044,2024-12-02,2028-12-02,Asia-Pacific,Singapore,Healthcare,Mid-Market,Equipment Finance,947319.7,778494.54,0.0421,48,651.0,38.07,1480356.29,0.526,1.95,Current,0,28.6,Low,0
L100871,C1132,2024-02-12,2028-02-12,North America,Canada,Energy,SME,Trade Finance,229052.11,165965.13,0.0774,48,729.0,3.43,305601.34,0.543,1.35,Current,0,26.8,Low,0
L100872,C1189,2023-05-28,2026-05-28,Latin America,Colombia,Manufacturing,SME,Equipment Finance,278386.29,109161.82,0.0965,36,675.0,11.87,297416.49,0.367,1.51,Current,0,28.9,Low,0
L100873,C1374,2024-07-08,2028-07-08,Europe,Netherlands,Manufacturing,SME,Working Capital,132612.01,104941.54,0.0726,48,693.0,3.69,135940.66,0.772,1.33,Current,0,42.5,Moderate,0
L100874,C1207,2025-08-18,2030-08-18,Asia-Pacific,China,Retail,Mid-Market,Working Capital,388114.81,368211.15,0.0773,60,743.0,174.77,375575.37,0.98,1.41,Current,0,53.7,Moderate,0
L100875,C1248,2023-12-10,2028-12-10,Middle East & Africa,United Arab Emirates,Healthcare,SME,Working Capital,210137.16,168202.33,0.0836,60,716.0,5.14,295405.35,0.569,1.42,Late 30,44,38.3,Moderate,0
L100876,C1128,2025-08-09,2030-08-09,Europe,Netherlands,Manufacturing,Enterprise,Equipment Finance,2213395.48,2127592.38,0.032,60,708.0,377.71,2436812.21,0.873,2.12,Current,0,42.2,Moderate,0
L100877,C1112,2025-07-05,2031-07-05,Europe,United Kingdom,Retail,Mid-Market,Working Capital,926564.64,893226.01,0.0587,72,715.0,59.64,1045666.54,0.854,1.87,Current,0,40.9,Moderate,0
L100878,C1302,2023-09-16,2027-09-16,Europe,Netherlands,Manufacturing,SME,Equipment Finance,476845.26,269825.29,0.0589,48,743.0,4.33,658707.09,0.41,1.82,Current,0,19.8,Low,0
L100879,C1317,2024-09-19,2028-09-19,Europe,France,Healthcare,Enterprise,Project Finance,12141418.29,9578517.77,0.032,48,713.0,964.91,16191350.72,0.592,1.73,Current,0,17.5,Low,0
L100880,C1021,2025-03-10,2029-03-10,Europe,France,Construction,Enterprise,Equipment Finance,1802184.08,1502646.35,0.0642,48,795.0,831.3,3131059.9,0.48,1.28,Current,0,31.3,Low,0
L100881,C1204,2024-06-15,2029-06-15,Europe,Germany,Retail,SME,Working Capital,67006.36,51839.58,0.0886,60,675.0,10.8,62715.37,0.827,1.57,Late 60,117,73.9,Elevated,0
L100882,C1295,2025-02-14,2028-02-14,Latin America,Chile,Construction,SME,Project Finance,602494.72,469415.59,0.1353,36,634.0,6.17,880591.09,0.533,1.42,Grace Period,3,43.2,Moderate,0
L100883,C1059,2025-09-08,2029-09-08,Europe,United Kingdom,Technology,SME,Equipment Finance,1753949.45,1664234.27,0.0492,48,647.0,4.14,2377653.63,0.7,1.94,Current,0,36.6,Moderate,0
L100884,C1245,2024-11-20,2027-11-20,North America,United States,Retail,SME,Equipment Finance,680428.05,483956.92,0.0857,36,652.0,5.47,1031237.16,0.469,1.41,Grace Period,22,37.1,Moderate,0
L100885,C1179,2025-07-16,2029-07-16,Europe,United Kingdom,Manufacturing,Enterprise,Project Finance,4652395.33,4189675.86,0.0414,48,662.0,368.65,5463043.39,0.767,1.94,Late 60,64,70.0,Elevated,0
L100886,C1192,2025-05-02,2032-05-02,Europe,United Kingdom,Retail,Public Sector,Equipment Finance,2871040.19,2678781.42,0.032,84,720.0,570.99,3417518.73,0.784,2.18,Current,0,34.4,Low,0
L100887,C1225,2025-06-14,2030-06-14,North America,Mexico,Public Sector,SME,Equipment Finance,497861.24,472051.85,0.0347,60,680.0,10.24,539040.47,0.876,1.83,Current,0,40.3,Moderate,0
L100888,C1331,2025-07-11,2029-07-11,North America,United States,Retail,Enterprise,Leasing,1176363.83,1077339.24,0.0501,48,683.0,453.52,1148499.82,0.938,1.7,Late 30,37,71.3,Elevated,0
L100889,C1033,2023-09-23,2028-09-23,Asia-Pacific,India,Energy,SME,Trade Finance,469618.7,370871.24,0.0738,60,692.0,3.1,760581.64,0.488,1.34,Grace Period,18,32.1,Low,0
L100890,C1076,2023-01-09,2028-01-09,Europe,France,Manufacturing,Mid-Market,Leasing,659626.6,488479.85,0.0434,60,696.0,150.77,983729.16,0.497,1.45,Grace Period,28,26.7,Low,0
L100891,C1131,2023-06-27,2027-06-27,Latin America,Colombia,Transportation,Enterprise,Leasing,2468223.03,1366698.12,0.0819,48,698.0,522.45,2674861.27,0.511,1.18,Current,0,36.1,Moderate,0
L100892,C1304,2023-09-18,2027-09-18,North America,United States,Technology,SME,Trade Finance,215149.51,120945.06,0.0543,48,669.0,5.07,279018.89,0.433,1.4,Grace Period,18,30.2,Low,0
L100893,C1225,2025-01-04,2030-01-04,North America,Mexico,Technology,SME,Leasing,475550.08,431160.96,0.0545,60,694.0,14.38,682735.14,0.632,1.16,Late 30,30,50.9,Moderate,0
L100894,C1071,2024-07-12,2026-07-12,Asia-Pacific,Australia,Retail,Mid-Market,Leasing,469080.44,317400.08,0.0556,24,695.0,42.28,546198.87,0.581,1.53,Current,0,26.3,Low,0
L100895,C1008,2024-05-25,2028-05-25,Middle East & Africa,United Arab Emirates,Transportation,Public Sector,Leasing,625460.37,424182.11,0.0471,48,707.0,188.74,769310.65,0.551,1.71,Late 30,42,42.8,Moderate,0
L100896,C1376,2023-01-08,2027-01-08,North America,Canada,Healthcare,SME,Equipment Finance,393718.06,259205.88,0.0434,48,688.0,4.77,613722.37,0.422,1.84,Grace Period,3,22.0,Low,0
L100897,C1052,2025-01-20,2030-01-20,North America,United States,Healthcare,SME,Equipment Finance,99783.15,91506.41,0.0517,60,681.0,2.43,118800.89,0.77,1.97,Current,0,35.2,Moderate,0
L100898,C1012,2024-02-22,2031-02-22,North America,Canada,Manufacturing,SME,Working Capital,150783.33,121765.82,0.0684,84,629.0,6.69,162055.63,0.751,1.75,Default,232,91.7,High,1
L100899,C1154,2025-04-20,2031-04-20,Europe,Netherlands,Manufacturing,Mid-Market,Equipment Finance,1929177.59,1746860.53,0.0396,72,693.0,36.15,2271734.19,0.769,2.05,Late 60,64,64.6,Elevated,0
L100900,C1210,2023-05-03,2027-05-03,Europe,France,Manufacturing,Mid-Market,Working Capital,745831.31,439504.07,0.0415,48,726.0,40.71,508886.82,0.864,1.38,Current,0,43.7,Moderate,0
L100901,C1098,2023-11-11,2026-11-11,North America,Canada,Public Sector,Enterprise,Equipment Finance,6349283.36,3475177.31,0.032,36,776.0,310.14,9763279.06,0.356,1.65,Current,0,12.6,Low,0
L100902,C1063,2023-02-10,2028-02-10,North America,United States,Construction,Enterprise,Leasing,3728094.15,2550522.83,0.0741,60,705.0,333.55,5332847.22,0.478,1.76,Current,0,27.0,Low,0
L100903,C1032,2023-11-10,2029-11-10,Europe,United Kingdom,Technology,Enterprise,Equipment Finance,12500000.0,10242357.96,0.032,72,771.0,285.33,22084900.3,0.464,2.24,Current,0,17.1,Low,0
L100904,C1155,2025-10-25,2031-10-25,Latin America,Chile,Healthcare,Enterprise,Leasing,1849498.23,1794229.25,0.0441,72,710.0,559.51,1915639.22,0.937,2.07,Current,0,43.4,Moderate,0
L100905,C1361,2024-06-01,2030-06-01,Asia-Pacific,Australia,Transportation,SME,Working Capital,226195.66,181027.88,0.1186,72,622.0,4.99,279280.44,0.648,1.32,Current,0,48.4,Moderate,0
L100906,C1056,2024-04-16,2027-04-16,Europe,Netherlands,Public Sector,Mid-Market,Leasing,563783.35,387861.35,0.032,36,712.0,59.75,908241.2,0.427,1.44,Current,0,16.9,Low,0
L100907,C1217,2023-10-28,2028-10-28,North America,United States,Retail,SME,Equipment Finance,568650.34,436864.59,0.0727,60,717.0,23.67,854928.97,0.511,1.51,Current,0,22.8,Low,0
L100908,C1073,2023-10-25,2029-10-25,North America,Canada,Technology,SME,Equipment Finance,315011.0,254473.07,0.0599,72,687.0,4.99,548861.12,0.464,1.74,Current,0,23.0,Low,0
L100909,C1256,2025-01-17,2030-01-17,North America,Canada,Public Sector,Public Sector,Project Finance,11252305.37,10304298.47,0.032,60,756.0,334.67,18519390.06,0.556,2.67,Current,0,12.6,Low,0
L100910,C1023,2025-12-28,2030-12-28,Asia-Pacific,China,Technology,Enterprise,Equipment Finance,2549512.53,2498522.28,0.032,60,804.0,749.5,4133316.37,0.604,2.14,Current,0,17.1,Low,0
L100911,C1077,2025-03-12,2029-03-12,Middle East & Africa,Saudi Arabia,Technology,Public Sector,Project Finance,9391231.03,8587550.25,0.0372,48,746.0,221.21,15490501.55,0.554,2.2,Current,0,17.1,Low,0
L100912,C1003,2025-03-18,2030-03-18,Middle East & Africa,South Africa,Public Sector,Mid-Market,Equipment Finance,1367149.11,1200554.88,0.032,60,807.0,68.73,2036188.61,0.59,1.62,Default,191,57.6,Elevated,1
L100913,C1246,2024-05-16,2028-05-16,Latin America,Brazil,Healthcare,Mid-Market,Equipment Finance,951114.6,749997.74,0.0618,48,696.0,58.75,1324704.59,0.566,1.29,Current,0,27.3,Low,0
L100914,C1273,2023-04-02,2026-04-02,Latin America,Brazil,Healthcare,Mid-Market,Working Capital,730143.83,268418.09,0.0684,36,,65.76,999002.64,0.269,1.63,Current,0,23.9,Low,0
L100915,C1065,2025-03-02,2031-03-02,Latin America,Brazil,Healthcare,SME,Leasing,284909.69,260053.73,0.0858,72,677.0,3.82,433979.25,0.599,1.19,Current,0,33.3,Low,0
L100916,C1172,2025-06-26,2032-06-26,North America,Mexico,Technology,SME,Equipment Finance,401326.26,376185.35,0.0497,84,672.0,4.05,442495.94,0.85,1.99,Current,0,44.1,Moderate,0
L100917,C1111,2024-07-05,2030-07-05,North America,United States,Technology,Mid-Market,Trade Finance,558745.36,446527.07,0.0435,72,682.0,58.61,629729.48,0.709,1.29,Current,0,37.8,Moderate,0
L100918,C1017,2023-04-10,2027-04-10,Europe,Germany,Transportation,SME,Equipment Finance,217326.25,134512.9,0.0778,48,757.0,1.62,264156.54,0.509,1.54,Late 60,76,50.8,Moderate,0
L100919,C1014,2025-02-18,2028-02-18,Europe,France,Technology,Public Sector,Leasing,1386016.82,1200901.39,0.032,36,769.0,581.52,2136470.42,0.562,2.25,Current,0,17.1,Low,0
L100920,C1356,2025-10-17,2029-10-17,North America,Mexico,Energy,SME,Leasing,92241.93,88120.73,0.0829,48,682.0,21.0,99153.99,0.889,1.34,Current,0,55.4,Elevated,0
L100921,C1246,2023-09-15,2029-09-15,Middle East & Africa,South Africa,Public Sector,SME,Leasing,399003.01,335547.59,0.0491,72,672.0,6.11,450088.79,0.746,1.37,Current,0,36.0,Moderate,0
L100922,C1252,2023-06-28,2028-06-28,Europe,Netherlands,Healthcare,Enterprise,Project Finance,3134801.85,2335271.55,0.032,60,725.0,725.15,4041046.39,0.578,1.35,Current,0,21.4,Low,0
L100923,C1112,2025-03-23,2032-03-23,Europe,United Kingdom,Retail,SME,Equipment Finance,287748.17,273279.74,0.0691,84,699.0,10.75,309930.57,0.882,1.3,Grace Period,19,52.5,Moderate,0
L100924,C1100,2023-12-27,2027-12-27,North America,Mexico,Energy,Public Sector,Trade Finance,2124508.68,1264500.58,0.0398,48,676.0,101.17,3443663.35,0.367,1.79,Current,0,29.5,Low,0
L100925,C1301,2025-02-19,2030-02-19,North America,Mexico,Transportation,Enterprise,Working Capital,3104300.87,2875385.97,0.0729,60,679.0,853.48,3254229.54,0.884,1.81,Grace Period,6,51.0,Moderate,0
L100926,C1166,2025-02-28,2031-02-28,North America,United States,Technology,SME,Trade Finance,75810.74,68780.91,0.0591,72,672.0,4.22,79057.36,0.87,1.38,Current,0,50.2,Moderate,0
L100927,C1038,2023-10-17,2026-10-17,Middle East & Africa,Saudi Arabia,Public Sector,Enterprise,Project Finance,6084163.13,3446315.04,0.032,36,805.0,1986.31,6711534.98,0.513,1.98,Current,0,12.6,Low,0
L100928,C1185,2023-02-16,2030-02-16,Europe,United Kingdom,Manufacturing,Mid-Market,Trade Finance,822485.62,591451.89,0.0386,84,690.0,51.61,1232546.36,0.48,1.32,Current,0,31.2,Low,0
L100929,C1198,2024-09-23,2029-09-23,Asia-Pacific,China,Retail,Enterprise,Working Capital,1966209.89,1692674.69,0.0656,60,740.0,842.91,2271965.08,0.745,1.62,Current,0,31.2,Low,0
L100930,C1216,2024-03-25,2026-03-25,North America,Mexico,Technology,Enterprise,Leasing,5672652.57,1684554.33,0.032,24,746.0,429.74,7082133.82,0.238,1.23,Current,0,25.4,Low,0
L100931,C1204,2025-07-02,2027-07-02,Europe,Netherlands,Transportation,Enterprise,Leasing,1615178.31,1329120.05,0.041,24,771.0,1873.82,1855356.98,0.716,2.19,Current,0,30.2,Low,0
L100932,C1325,2024-01-26,2030-01-26,Europe,United Kingdom,Technology,Mid-Market,Working Capital,162419.28,130933.56,0.0557,72,653.0,42.22,220161.49,0.595,1.67,Current,0,29.2,Low,0
L100933,C1092,2023-09-20,2028-09-20,Asia-Pacific,India,Manufacturing,SME,Leasing,391751.62,291134.21,0.0828,60,700.0,11.33,579566.52,0.502,0.65,Current,0,46.8,Moderate,0
L100934,C1224,2025-07-26,2030-07-26,Asia-Pacific,China,Technology,Enterprise,Working Capital,1397141.66,1293379.71,0.0372,60,737.0,707.92,1702534.51,0.76,1.48,Current,0,30.1,Low,0
L100935,C1337,2025-03-21,2030-03-21,North America,United States,Energy,Public Sector,Equipment Finance,809372.37,712522.15,0.032,60,775.0,295.52,1096295.18,0.65,1.7,Late 60,95,52.0,Moderate,0
L100936,C1371,2024-11-26,2028-11-26,Latin America,Chile,,Mid-Market,Project Finance,1635510.78,1364761.5,0.0633,48,684.0,66.85,2675483.2,0.51,1.39,Late 30,31,44.8,Moderate,0
L100937,C1366,2025-11-08,2031-11-08,North America,United States,Transportation,Mid-Market,Equipment Finance,1978680.74,1939107.13,0.0619,72,691.0,38.36,3072006.17,0.631,1.41,Current,0,32.2,Low,0
L100938,C1276,2025-05-06,2031-05-06,Middle East & Africa,United Arab Emirates,Technology,Mid-Market,Trade Finance,302775.79,288769.62,0.0614,72,709.0,11.67,368695.69,0.783,1.4,Current,0,36.0,Moderate,0
L100939,C1040,2025-08-06,2028-08-06,North America,United States,Manufacturing,Enterprise,Equipment Finance,12500000.0,11745977.36,0.044,36,698.0,934.4,21755175.41,0.54,1.49,Current,0,25.3,Low,0
L100940,C1375,2025-05-08,2030-05-08,North America,Canada,Manufacturing,Public Sector,Equipment Finance,1380555.61,1302757.48,0.032,60,699.0,169.86,2335615.35,0.558,1.7,Current,0,23.6,Low,0
L100941,C1012,2024-03-06,2028-03-06,Middle East & Africa,United Arab Emirates,Manufacturing,SME,Project Finance,635220.97,515778.27,0.1065,48,650.0,11.36,924229.93,0.558,1.52,Current,0,33.2,Low,0
L100942,C1209,2023-03-13,2027-03-13,North America,United States,Manufacturing,SME,Project Finance,297796.34,199877.07,0.0824,48,677.0,6.84,439323.18,0.455,1.8,Current,0,27.5,Low,0
L100943,C1169,2024-10-06,2028-10-06,Europe,France,Transportation,Mid-Market,Working Capital,546076.45,416383.37,0.0756,48,661.0,122.07,544831.74,0.764,1.4,Current,0,48.5,Moderate,0
